Id,SalePrice
1545,14161022.21
1189,22044909.27
270,19721381.73
2066,24320248.5
693,19646268.76
1259,43690332.43
2916,17670157.56
2321,27897265.12
1977,13883273.73
1895,16494283.05
1240,19800515.84
85,23075601.26
1823,22330473.59
825,22217024.44
110,23777582.49
697,20376796.12
2297,9945875.94
1231,20346943.07
1355,15291954.59
968,27745855.1
584,27888001.79
1315,9592710.11
1606,28637952.17
206,21690892.09
1685,26918028.18
2016,14994715.37
869,24017906.21
2135,20018324.62
2346,22922831.0
2430,24985853.39
2198,14266841.34
2652,23024472.97
27,21928649.19
241,20695501.55
906,15503547.43
1506,9755442.34
2098,34288861.26
1435,22881301.35
2213,18952395.13
1274,22976524.16
743,9715704.59
1737,19229880.6
2797,24924561.28
2185,9836205.72
58,19242808.69
830,24620529.47
808,19344360.58
680,15354095.29
1153,16970068.67
1291,16691747.88
1818,24402202.46
2161,22770816.47
1883,20445865.32
350,23113778.45
2473,10160118.37
295,20992007.9
293,17384626.76
859,17675869.97
288,14205326.02
1578,19275132.96
102,20250558.29
2831,18842017.42
1030,20822998.04
2551,16458529.28
1286,25270896.21
958,31036747.95
776,22061457.28
72,22239573.44
2263,26704940.1
1866,20919607.33
2876,15889371.31
2146,24953395.95
103,21162328.71
1500,22120748.21
492,21589835.51
167,20971417.43
2597,17293194.86
2685,16083487.23
1035,20467036.49
1220,16329967.49
2602,21712939.23
2159,20069007.89
695,17089455.55
1109,22125303.73
640,30159682.01
1652,22909504.6
2090,21817703.59
1188,21703073.5
2345,22333651.92
1059,29671454.23
2751,29551009.89
128,19039746.3
1523,20742234.61
2925,23085426.8
2145,30524328.23
1121,23616185.72
566,26279165.86
565,22071929.06
1331,15252182.69
2928,10076845.41
156,21080802.65
797,16272449.36
327,16486452.17
2859,16950355.48
1453,17981914.89
1762,31341232.4
1868,21762791.1
1760,20635858.99
1113,29026773.12
1812,21329732.16
117,20036042.12
1142,23279689.63
2342,26748733.86
927,18786387.46
2478,25831693.86
655,18224403.42
2064,17129395.75
369,20015758.0
2239,16722675.42
2732,20239017.81
1653,21362048.74
959,25016073.45
2395,28140520.9
1412,9962056.03
271,21677870.71
1484,19724307.32
1497,20453674.19
552,23968834.87
2,26568345.45
1855,22608290.03
4,21950916.64
2292,22299077.11
134,15485811.23
646,25218772.59
42,26927013.27
532,23603565.03
713,9692406.14
2561,16275958.33
2360,16789997.28
1333,15268620.86
1407,17880114.75
2892,24474147.52
574,21131900.03
1227,18509192.39
2591,27877943.27
1476,21268278.11
1125,25038880.4
1446,17508540.42
408,16005057.05
1101,29288522.65
2251,25022959.4
373,22463906.49
2554,16057688.92
2382,30302097.13
1985,15310780.16
519,22807642.04
1093,20470735.57
864,23202659.96
2889,21500471.83
2308,31952555.31
986,21033002.55
1302,29665470.12
585,21311487.14
2708,15957381.32
147,17044867.13
1441,22278485.07
383,21070864.96
285,18237042.64
181,16882330.27
358,19672042.42
780,17607215.04
258,21841689.13
1865,23043662.89
692,14499853.23
2902,30327905.55
508,32439149.66
2638,15354452.14
36,20059010.7
611,24686809.93
2281,24717777.26
1678,16022158.13
1696,31591509.03
1557,14045025.08
2180,21310794.7
1726,22755134.12
951,18002618.09
267,24325749.65
2706,20414899.33
2221,19437384.31
1357,17887067.67
2901,26538282.61
347,18995041.78
2164,23357057.77
1586,27334842.46
360,19924337.97
1769,20523937.75
2617,20901577.27
1879,18049635.87
991,22545050.39
1535,14918797.69
1191,21040867.61
1579,25380321.77
1882,16771219.48
1510,22395425.36
2196,9773618.4
1845,20188711.11
2336,25335406.53
942,13983273.1
861,18996448.23
2555,16772790.66
1392,17978205.91
2099,30106897.66
1543,20536240.0
948,25469997.27
1239,20886879.55
22,22054445.74
2796,30754422.73
2747,19263606.34
92,27576973.84
210,18285017.25
1858,23034345.69
2228,21670163.15
447,24943953.93
827,25300274.85
1649,21060663.84
682,16612004.3
2698,16775990.94
494,19465672.2
214,9608513.64
2441,24276467.44
2679,19979978.97
1336,18151230.2
465,19069033.41
1524,18129643.59
2543,24132230.27
631,16438609.98
2452,28521625.39
228,20066895.16
126,10004015.24
1092,21254390.69
1122,22268888.04
932,23080841.43
1980,15713288.45
2171,19801821.75
551,20666887.12
2768,21894671.39
2056,18694876.84
1159,24744166.5
2645,22759089.59
1174,20666913.57
2266,19237024.29
2462,28353285.83
1219,15943523.11
2922,23162457.96
118,21158394.55
474,19223240.1
2576,16619296.1
872,22150550.29
1077,22757717.52
1536,17716457.51
1150,18682989.36
2341,27541442.39
1931,17536572.02
2785,16797049.57
2538,15971862.3
597,21407695.15
464,20968132.91
233,23395517.2
2169,18706362.31
2123,21444963.12
1867,22042785.47
137,23201309.52
515,24891180.42
933,20307869.43
2784,25367123.24
972,19554989.5
599,20413280.98
2614,16470273.17
2582,23694507.21
1409,18749966.58
175,18325494.95
352,21436227.21
976,16447211.34
2134,21584069.82
984,10024879.61
2396,26383179.63
1673,18480259.27
404,20035252.7
607,23880198.98
814,25382752.99
868,22693509.49
2271,23199033.77
1633,23229002.94
337,24163268.92
2765,18929743.02
1746,24578422.82
368,29323859.3
2806,22622497.25
1662,21154300.46
1234,20972279.85
1373,17292979.55
1672,22011089.79
1939,18772814.69
